Id,YieldMass,YieldVolum,PctMoistur,StartDate,EndDate,YldMUOM,PlotNum,FID_1,FieldName,Product,Notes,Season,AppProduct,PntProduct,PlotNum_1,AppRate,Till1SDate,Till2SDate,Till1Depth,Till2Depth,HarvstDate,App2,App2Rate,Ap2RtUOM,Ap2Prod,App3Date,App3Rate,App3RtUOM,App3Prod,SeedRate,PlantDate,AllAppRt,CanopyArea,CanopyImg,_B1count,_B1sum,_B1mean,_B1min,_B1max,_B2count,_B2sum,_B2mean,_B2min,_B2max,_B3count,_B3sum,_B3mean,_B3min,_B3max,_B4count,_B4sum,_B4mean,_B4min,_B4max,NDVI,GNDVI
2022,34.00000000000,0.00000000000,0.00000000000,08/07/2020,08/07/2020,grams,202,0,Block 10 Oils,Maverick 150 N,Rep 2,2020,Nitrogen Liquid,Maverick,202,150,05/07/2020,05/14/2020,1.00000000000,0.50000000000,08/07/2020,06/22/20,50.00000000000,lbs/ac,Conventional Urea,07/27/2020,50.00000000000,lbs/ac,Conventional Urea,1,05/22/2020,250,3.85649367891,0.00000000000,92.000000000000000,1899427.000000000000000,20645.945652173900000,13920.000000000000000,31645.000000000000000,92.000000000000000,1083961.000000000000000,11782.184782608600000,8518.000000000000000,17377.000000000000000,92.000000000000000,1484653.000000000000000,16137.532608695600000,10944.000000000000000,23295.000000000000000,92.000000000000000,2855399.000000000000000,31036.945652173900000,21832.000000000000000,41615.000000000000000,0.449676597,0.201052993
2026,0.86000000000,0.00000000000,0.00000000000,08/07/2020,08/07/2020,grams,202,0,Block 10 Oils,Maverick 150 N,Rep 2,2020,Nitrogen Liquid,Maverick,202,150,05/07/2020,05/14/2020,1.00000000000,0.50000000000,08/07/2020,06/22/20,50.00000000000,lbs/ac,Conventional Urea,07/27/2020,50.00000000000,lbs/ac,Conventional Urea,1,05/22/2020,250,3.85649259003,0.00000000000,94.000000000000000,1625169.000000000000000,17289.031914893600000,13031.000000000000000,24777.000000000000000,94.000000000000000,1179391.000000000000000,12546.712765957400000,8418.000000000000000,19106.000000000000000,94.000000000000000,1209939.000000000000000,12871.691489361700000,7245.000000000000000,19018.000000000000000,94.000000000000000,2330976.000000000000000,24797.617021276500000,14464.000000000000000,36475.000000000000000,0.328052594,0.178407768
2025,195.00000000000,0.00000000000,0.00000000000,08/07/2020,08/07/2020,grams,202,0,Block 10 Oils,Maverick 150 N,Rep 2,2020,Nitrogen Liquid,Maverick,202,150,05/07/2020,05/14/2020,1.00000000000,0.50000000000,08/07/2020,06/22/20,50.00000000000,lbs/ac,Conventional Urea,07/27/2020,50.00000000000,lbs/ac,Conventional Urea,1,05/22/2020,250,3.85649365935,0.00000000000,90.000000000000000,1649876.000000000000000,18331.955555555500000,13248.000000000000000,25557.000000000000000,90.000000000000000,1522576.000000000000000,16917.511111111100000,9141.000000000000000,29490.000000000000000,90.000000000000000,1115258.000000000000000,12391.755555555500000,8746.000000000000000,16216.000000000000000,90.000000000000000,2120280.000000000000000,23558.666666666600000,17668.000000000000000,31993.000000000000000,0.164075659,0.124770434
2024,188.00000000000,0.00000000000,0.00000000000,08/07/2020,08/07/2020,grams,202,0,Block 10 Oils,Maverick 150 N,Rep 2,2020,Nitrogen Liquid,Maverick,202,150,05/07/2020,05/14/2020,1.00000000000,0.50000000000,08/07/2020,06/22/20,50.00000000000,lbs/ac,Conventional Urea,07/27/2020,50.00000000000,lbs/ac,Conventional Urea,1,05/22/2020,250,3.85649458654,0.00000000000,91.000000000000000,1979019.000000000000000,21747.461538461500000,16382.000000000000000,31643.000000000000000,91.000000000000000,2125463.000000000000000,23356.736263736200000,13746.000000000000000,35983.000000000000000,91.000000000000000,1095666.000000000000000,12040.285714285700000,9425.000000000000000,15567.000000000000000,91.000000000000000,2088494.000000000000000,22950.483516483500000,17479.000000000000000,30837.000000000000000,-0.008772989,0.026914481
2021,66.00000000000,0.00000000000,0.00000000000,08/07/2020,08/07/2020,grams,202,0,Block 10 Oils,Maverick 150 N,Rep 2,2020,Nitrogen Liquid,Maverick,202,150,05/07/2020,05/14/2020,1.00000000000,0.50000000000,08/07/2020,06/22/20,50.00000000000,lbs/ac,Conventional Urea,07/27/2020,50.00000000000,lbs/ac,Conventional Urea,1,05/22/2020,250,3.85649261291,0.00000000000,95.000000000000000,1550353.000000000000000,16319.505263157800000,13690.000000000000000,20377.000000000000000,95.000000000000000,1368596.000000000000000,14406.273684210500000,9555.000000000000000,20029.000000000000000,95.000000000000000,1023966.000000000000000,10778.589473684200000,7681.000000000000000,15262.000000000000000,95.000000000000000,1985114.000000000000000,20895.936842105200000,14900.000000000000000,29133.000000000000000,0.183831637,0.122971308
2023,55.00000000000,0.00000000000,0.00000000000,08/07/2020,08/07/2020,grams,202,0,Block 10 Oils,Maverick 150 N,Rep 2,2020,Nitrogen Liquid,Maverick,202,150,05/07/2020,05/14/2020,1.00000000000,0.50000000000,08/07/2020,06/22/20,50.00000000000,lbs/ac,Conventional Urea,07/27/2020,50.00000000000,lbs/ac,Conventional Urea,1,05/22/2020,250,3.85649458880,0.00000000000,90.000000000000000,1899057.000000000000000,21100.633333333300000,15714.000000000000000,29653.000000000000000,90.000000000000000,2162268.000000000000000,24025.200000000000000,18371.000000000000000,32660.000000000000000,90.000000000000000,1018452.000000000000000,11316.133333333300000,9355.000000000000000,14137.000000000000000,90.000000000000000,1917601.000000000000000,21306.677777777700000,18384.000000000000000,26311.000000000000000,-0.059969327,0.004858701
2011,1460.00000000000,0.00000000000,0.00000000000,09/16/2020,09/16/2020,grams,201,1,Block 10 Oils,Wife 150 N,Rep 2,2020,Nitrogen Liquid,Wife,201,150,05/07/2020,05/14/2020,1.00000000000,0.50000000000,09/16/2020,06/22/20,50.00000000000,lbs/ac,Conventional Urea,07/27/2020,50.00000000000,lbs/ac,Conventional Urea,1,05/26/2020,250,8.99405071477,8.99405071477,222.000000000000000,3989182.000000000000000,17969.288288288200000,13507.000000000000000,23407.000000000000000,222.000000000000000,1718265.000000000000000,7739.932432432430000,5395.000000000000000,13975.000000000000000,222.000000000000000,4479940.000000000000000,20179.909909909900000,12391.000000000000000,26257.000000000000000,222.000000000000000,9640293.000000000000000,43424.743243243200000,25095.000000000000000,55967.000000000000000,0.697450152,0.414624261
2016,0.00000000000,0.00000000000,0.00000000000,09/16/2020,09/16/2020,grams,201,1,Block 10 Oils,Wife 150 N,Rep 2,2020,Nitrogen Liquid,Wife,201,150,05/07/2020,05/14/2020,1.00000000000,0.50000000000,09/16/2020,06/22/20,50.00000000000,lbs/ac,Conventional Urea,07/27/2020,50.00000000000,lbs/ac,Conventional Urea,1,05/26/2020,250,6.37468526344,6.37468526344,155.000000000000000,3048128.000000000000000,19665.341935483800000,12820.000000000000000,26155.000000000000000,155.000000000000000,1452870.000000000000000,9373.354838709670000,6413.000000000000000,19702.000000000000000,155.000000000000000,3132556.000000000000000,20210.038709677400000,11920.000000000000000,25278.000000000000000,155.000000000000000,6648680.000000000000000,42894.709677419300000,23175.000000000000000,54312.000000000000000,0.6413353,0.371313117
2015,900.00000000000,0.00000000000,0.00000000000,09/16/2020,09/16/2020,grams,201,1,Block 10 Oils,Wife 150 N,Rep 2,2020,Nitrogen Liquid,Wife,201,150,05/07/2020,05/14/2020,1.00000000000,0.50000000000,09/16/2020,06/22/20,50.00000000000,lbs/ac,Conventional Urea,07/27/2020,50.00000000000,lbs/ac,Conventional Urea,1,05/26/2020,250,6.36782036410,6.36782036410,156.000000000000000,2991904.000000000000000,19178.871794871700000,14185.000000000000000,25147.000000000000000,156.000000000000000,1456622.000000000000000,9337.320512820510000,6475.000000000000000,21628.000000000000000,156.000000000000000,3097358.000000000000000,19854.858974358900000,13772.000000000000000,25180.000000000000000,156.000000000000000,6568733.000000000000000,42107.262820512800000,26125.000000000000000,55240.000000000000000,0.636994999,0.374120365
2013,1500.00000000000,0.00000000000,0.00000000000,09/16/2020,09/16/2020,grams,201,1,Block 10 Oils,Wife 150 N,Rep 2,2020,Nitrogen Liquid,Wife,201,150,05/07/2020,05/14/2020,1.00000000000,0.50000000000,09/16/2020,06/22/20,50.00000000000,lbs/ac,Conventional Urea,07/27/2020,50.00000000000,lbs/ac,Conventional Urea,1,05/26/2020,250,8.99350331879,8.99350331879,215.000000000000000,3796718.000000000000000,17659.153488372000000,12999.000000000000000,21655.000000000000000,215.000000000000000,1623239.000000000000000,7549.948837209300000,5540.000000000000000,15567.000000000000000,215.000000000000000,4384467.000000000000000,20392.869767441800000,12860.000000000000000,25723.000000000000000,215.000000000000000,9584816.000000000000000,44580.539534883700000,26647.000000000000000,56045.000000000000000,0.710344212,0.432543683
